FID_;id_no;binomial;presence;origin;seasonal;compiler;year;citation;source;dist_comm;island;subspecies;subpop;legend;tax_comm;kingdom;phylum;class;order_;family;genus;code;marine;terrestial;freshwater;Shape_Leng;Shape_Area;AREA_GEO;Area;CentroY
;136717.000000000000000;Sapajus nigritus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CEBIDAE;Sapajus;NT;f;t;f;65.234251883400006;78.003639054999994;879809969385.000000000000000;766763.344847999980000;-23.739386643200000
;41538.000000000000000;Saimiri ustus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CEBIDAE;Saimiri;NT;f;t;f;48.368397967100002;72.063745145599995;876708456015.000000000000000;723879.575263999980000;-8.251574290930000
;39949.000000000000000;Sapajus apella;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ;apella; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CEBIDAE;Sapajus;LC;f;t;f;162.371259224999990;274.992445711000020;3355098036600.000000000000000;2765349.755510000000000;-4.889793987420000
;19836.000000000000000;Saimiri oerstedii;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ;citrinellus; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CEBIDAE;Saimiri;VU;f;t;f;3.734897170370000;0.267126819990000;7301855409.290000000000000;6030.073983299999800;8.962245885200000
;136253.000000000000000;Sapajus flavius;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CEBIDAE;Sapajus;CR;f;t;f;18.278585936900001;3.251181795030000;38943000306.599998000000000;32493.190922400001000;-12.619201833300000
;136366.000000000000000;Sapajus cay;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CEBIDAE;Sapajus;LC;f;t;f;51.136959976699998;54.053432931099998;620928051518.000000000000000;534081.625273999990000;-21.114588556600001
;19839.000000000000000;Saimiri vanzolinii;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CEBIDAE;Saimiri;VU;f;t;f;2.180987304870000;0.238348705090000;2930592432.389999900000000;2402.060787190000200;-2.731619451570000
;4074.000000000000000;Sapajus xanthosternos;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CEBIDAE;Sapajus;CR;f;t;f;33.658116411899996;38.890030910100002;466598277785.000000000000000;389083.460867999990000;-12.901443162400000
;41537.000000000000000;Saimiri sciureus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ;albigena; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CEBIDAE;Saimiri;LC;f;t;f;17.206612615699999;7.257529819350000;4419728512970.000000000000000;3629095.711269999900000;-2.101608583270000
;40019.000000000000000;Cebus kaapori;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CEBIDAE;Cebus;CR;f;t;f;34.431657328699998;15.518751054699999;190774136605.000000000000000;156385.870235000010000;-2.774853201480000
;42696.000000000000000;Sapajus macrocephalus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CEBIDAE;Sapajus;LC;f;t;f;68.103705252899999;216.014773889999990;2645219779000.000000000000000;2174156.703660000100000;-3.779949001040000
;136346.000000000000000;Sapajus libidinosus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CEBIDAE;Sapajus;LC;f;t;f;79.649927170500007;217.560825139000000;2612540283770.000000000000000;2177085.442290000200000;-12.020762021700000
;41536.000000000000000;Saimiri boliviensis;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ;peruviensis; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CEBIDAE;Saimiri;LC;f;t;f;17.159872710599998;15.314778675099999;1373861623580.000000000000000;1138730.233470000100000;-10.148443841700001
;42697.000000000000000;Sapajus robustus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;CEBIDAE;Sapajus;EN;f;t;f;16.186401394899999;10.213521139799999;119922912024.000000000000000;101542.752543000000000;-17.669536472299999
;3416.000000000000000;Cacajao calvus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ;novaesi; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Cacajao;VU;f;t;f;10.639491677700001;1.341079280220000;182017567654.000000000000000;149788.109191000000000;-6.392264506230000
;41555.000000000000000;Callicebus stephennashi;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;DD;f;t;f;10.713572456600000;2.596772764920000;31741371386.900002000000000;26118.867697400001000;-6.808502947640000
;43942.000000000000000;Pithecia pithecia;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ;chrysocephala; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Pithecia;LC;f;t;f;38.539432963099998;47.228890959600001;1105060906810.000000000000000;906176.321904000010000;1.945737753410000
;39943.000000000000000;Callicebus nigrifrons;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;NT;f;t;f;36.849381174700000;42.592696045700002;490589301154.000000000000000;421135.238056999980000;-20.836465243599999
;136640.000000000000000;Cacajao hosomi;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Cacajao;VU;f;t;f;12.040149076100001;5.668295825070000;69745480957.100006000000000;57140.954891499998000;1.330954759750000
;39956.000000000000000;Chiropotes satanas;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Chiropotes;CR;f;t;f;42.310722666799997;22.231862400299999;273122609342.000000000000000;223982.475687000000000;-3.372738724900000
;3549.000000000000000;Callicebus dubius;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;22.657635174500001;10.067265274600000;122427045960.000000000000000;101111.073808999990000;-8.971888809819999
;39944.000000000000000;Callicebus medemi;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;VU;f;t;f;7.491859117260000;1.272546169750000;15663271179.299999000000000;12829.814936799999000;0.417175945345000
;41556.000000000000000;Callicebus moloch;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;39.208837214900001;77.414649854600000;944028181872.000000000000000;778163.330368999970000;-7.390134873960000
;41563.000000000000000;Callicebus lugens;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;58.145248278799997;74.302405159299994;913299327822.000000000000000;748740.552702000020000;2.408285069600000
;3553.000000000000000;Callicebus oenanthe;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2011.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;CR;f;t;f;20.079796275700001;0.744571222662000;9106743284.739999800000000;7490.373152090000100;-6.533171242960000
;17402.000000000000000;Pithecia aequatorialis;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Pithecia;LC;f;t;f;16.420452278999999;10.171871144500001;125096630926.000000000000000;102520.016781000000000;-2.184808165270000
;41557.000000000000000;Callicebus cinerascens;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;22.087300132300001;17.281276535100002;210384286657.000000000000000;173620.013815999990000;-8.316184976260001
;41564.000000000000000;Callicebus lucifer;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;29.885742279700001;19.051167310699999;234316767963.000000000000000;192019.145588000010000;-2.124245423320000
;136815.000000000000000;Callicebus aureipalatii;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;6.321013940880000;1.933779494820000;23153540601.400002000000000;19334.812374900001000;-13.585989704499999
;39928.000000000000000;Callicebus ornatus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;VU;f;t;f;9.618908498400000;1.939651310010000;23835551252.099998000000000;19543.542504100002000;3.292415490590000
;41550.000000000000000;Callicebus modestus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;EN;f;t;f;3.891712013070000;0.547726740342000;6540152794.569999700000000;5472.450464339999600;-14.237310518199999
;41558.000000000000000;Callicebus brunneus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;34.558591755300000;20.160908030000002;243776473406.000000000000000;202158.802191000000000;-10.880565228300000
;39929.000000000000000;Callicebus barbarabrownae;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;CR;f;t;f;14.618673621899999;10.758244395700000;129712226295.000000000000000;107786.688345000000000;-11.729910850000000
;39954.000000000000000;Callicebus coimbrai;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;EN;f;t;f;11.005908174200000;3.191198434640000;38585371026.199997000000000;31998.781391600001000;-10.908623625000001
;41553.000000000000000;Callicebus discolor;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;19.527014822100000;18.837242915099999;231557940504.000000000000000;189822.038521999990000;-2.703077025030000
;43891.000000000000000;Chiropotes chiropotes;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Chiropotes;LC;f;t;f;78.014457409700000;110.970603518999990;1363869924990.000000000000000;1118198.534010000100000;2.071975185690000
;3554.000000000000000;Callicebus olallae;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;EN;f;t;f;0.862280810435000;0.056713069907800;677041445.465000030000000;566.587991200000030;-14.288630115100000
;41561.000000000000000;Callicebus bernhardi;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;19.933288355399998;9.822643669840000;119557540576.000000000000000;98679.111673799998000;-8.494263731880000
;14699281.000000000000000;Callicebus caquetensis;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2012.000000000000000;IUCN (International Union for Conservation of Nature);Defler et al. 2010; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;CR;f;t;f;1.288663712620000;0.110603407964000;1361192991.069999900000000;1115.047370219999900;1.068813772250000
;41549.000000000000000;Callicebus pallescens;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;26.146102202700000;36.124000971000001;417331643991.000000000000000;357488.657866000020000;-20.374980582500001
;4685.000000000000000;Chiropotes albinasus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Chiropotes;EN;f;t;f;45.043316885199999;80.592887685299999;981532900040.000000000000000;809811.980004000010000;-7.867038149450000
;41567.000000000000000;Pithecia albicans;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Pithecia;VU;f;t;f;12.451984592000001;5.309454899710000;65148325556.599998000000000;53467.213441499996000;-4.584992537300000
;41551.000000000000000;Callicebus cupreus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;39.441170751999998;63.473081025900001;776065468340.000000000000000;638502.927695999970000;-6.432149706100000
;41559.000000000000000;Callicebus hoffmannsi;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;16.833034819700000;7.503438035210000;92127768577.699997000000000;75579.560890099994000;-3.995056970570000
;41562.000000000000000;Callicebus torquatus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;25.632639142100000;20.151357475400001;247897840777.000000000000000;203123.218633999990000;-1.676929470460000
;39930.000000000000000;Callicebus melanochir;1.000000000000000;1.000000000000000;1.000000000000000;Biodiversitas Brazil;2008.000000000000000;Biodiversitas Brazil; ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;VU;f;t;f;17.070120044199999;8.403124664450001;99866688967.000000000000000;83836.608620600004000;-15.211927801200000
;3555.000000000000000;Callicebus personatus;1.000000000000000;1.000000000000000;1.000000000000000;Biodiversitas Brazil;2008.000000000000000;Biodiversitas Brazil; ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;VU;f;t;f;15.734697861400001;12.257910929600000;142975538341.000000000000000;121625.396320999990000;-18.827755227499999
;41560.000000000000000;Callicebus baptista;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;9.814233585189999;1.199442374820000;14740990087.600000000000000;12085.822755900001000;-3.221267506190000
;41565.000000000000000;Callicebus purinus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;19.879221841600000;12.464167149900000;152852912640.000000000000000;125494.583390999990000;-4.915543263150000
;41548.000000000000000;Callicebus donacophilus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;19.891883900300002;13.743239624099999;163763599373.000000000000000;137230.063306000000000;-14.656951370800000
;41552.000000000000000;Callicebus caligatus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;12.594894060700000;5.990158610710000;73487245812.800003000000000;60318.911898099999000;-4.670944321880000
;41566.000000000000000;Callicebus regulus;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Callicebus;LC;f;t;f;22.542360715600001;18.055948390299999;221340132232.000000000000000;181772.846230000000000;-5.136339408360000
;43892.000000000000000;Chiropotes utahickae;1.000000000000000;1.000000000000000;1.000000000000000;IUCN;2008.000000000000000;IUCN (International Union for Conservation of Nature); ; ; ; ; ;Extant (resident); ;ANIMALIA;CHORDATA;MAMMALIA;PRIMATES;PITHECIIDAE;Chiropotes;EN;f;t;f;30.997243109999999;28.794788883300001;352113032067.000000000000000;289682.221397000020000;-6.133187434740000
